Time,T1,T2,T3,T4,T5,T6,T7
0,36.7,30.7,27.2,25.0,23.7,23.1,22.8
2,36.7,30.8,27.2,25.0,23.7,23.1,22.8
4,36.7,30.8,27.2,25.0,23.7,23.1,22.8
6,36.8,30.8,27.2,25.1,23.8,23.1,22.8
8,36.8,30.9,27.2,25.1,23.8,23.1,22.8
10,36.8,30.9,27.3,25.1,23.8,23.1,22.9
12,36.8,30.9,27.3,25.1,23.8,23.1,22.9
14,36.9,30.9,27.3,25.1,23.8,23.2,22.9
16,36.9,31.0,27.4,25.1,23.8,23.2,22.9
18,36.9,31.0,27.4,25.2,23.8,23.2,22.9
20,37.0,31.0,27.4,25.2,23.8,23.2,22.9
22,37.0,31.0,27.4,25.2,23.8,23.2,22.9
24,37.0,31.0,27.4,25.2,23.8,23.2,22.9
26,37.1,31.1,27.4,25.2,23.8,23.2,22.9
28,37.1,31.1,27.4,25.2,23.9,23.2,22.9
30,37.2,31.1,27.4,25.2,23.9,23.2,23.0
32,37.2,31.2,27.5,25.2,23.9,23.2,23.0
34,37.2,31.2,27.5,25.3,23.9,23.3,23.0
36,37.3,31.2,27.5,25.3,23.9,23.3,23.0
38,37.3,31.2,27.6,25.3,23.9,23.3,23.0
40,37.3,31.2,27.6,25.3,23.9,23.3,23.0
42,37.3,31.2,27.6,25.3,23.9,23.3,23.0
44,37.4,31.2,27.6,25.3,23.9,23.3,23.0
46,37.4,31.3,27.6,25.3,23.9,23.3,23.0
48,37.4,31.3,27.6,25.3,23.9,23.3,23.0
50,37.4,31.3,27.6,25.4,24.0,23.3,23.0
52,37.4,31.3,27.6,25.4,23.9,23.3,23.0
54,37.4,31.4,27.7,25.4,24.0,23.3,23.0
56,37.5,31.4,27.7,25.4,24.0,23.3,23.1
58,37.6,31.5,27.7,25.4,24.0,23.4,23.1
60,37.6,31.5,27.7,25.4,24.0,23.4,23.1
62,37.7,31.5,27.8,25.4,24.0,23.4,23.1
64,37.7,31.6,27.8,25.4,24.0,23.4,23.1
66,37.7,31.6,27.8,25.5,24.1,23.4,23.1
68,37.8,31.6,27.9,25.5,24.1,23.4,23.1
70,37.8,31.6,27.9,25.5,24.1,23.4,23.1
72,37.8,31.7,27.9,25.6,24.1,23.4,23.1
74,37.9,31.7,27.9,25.6,24.1,23.4,23.1
76,37.9,31.7,28.0,25.6,24.1,23.4,23.1
78,37.9,31.7,28.0,25.6,24.1,23.4,23.1
80,37.9,31.7,28.0,25.6,24.1,23.4,23.2
82,38.0,31.8,28.0,25.6,24.2,23.5,23.2
84,38.0,31.8,28.0,25.6,24.2,23.5,23.2
86,38.1,31.8,28.0,25.6,24.2,23.5,23.2
88,38.1,31.8,28.0,25.6,24.2,23.5,23.2
90,38.1,31.8,28.1,25.6,24.2,23.5,23.2
92,38.2,31.9,28.1,25.7,24.2,23.5,23.2
94,38.2,31.9,28.1,25.7,24.2,23.5,23.2
96,38.2,31.9,28.1,25.7,24.2,23.5,23.2
98,38.2,31.9,28.1,25.7,24.2,23.5,23.2
100,38.3,31.9,28.1,25.7,24.2,23.5,23.2
102,38.3,31.9,28.1,25.7,24.2,23.5,23.3
104,38.3,32.0,28.1,25.7,24.3,23.6,23.3
106,38.3,32.0,28.2,25.7,24.3,23.6,23.3
108,38.4,32.0,28.2,25.8,24.3,23.6,23.3
110,38.4,32.1,28.2,25.8,24.3,23.6,23.3
112,38.5,32.1,28.2,25.8,24.3,23.6,23.3
114,38.5,32.1,28.2,25.8,24.3,23.6,23.3
116,38.5,32.1,28.3,25.8,24.4,23.6,23.3
118,38.6,32.1,28.3,25.8,24.4,23.6,23.3
120,38.6,32.1,28.3,25.9,24.4,23.6,23.4
122,38.6,32.2,28.3,25.9,24.4,23.6,23.4
124,38.6,32.3,28.3,25.9,24.4,23.7,23.4
126,38.7,32.3,28.3,25.9,24.4,23.7,23.4
128,38.7,32.3,28.4,25.9,24.4,23.7,23.4
130,38.7,32.3,28.4,25.9,24.5,23.7,23.4
132,38.7,32.4,28.4,26.0,24.5,23.7,23.4
134,38.8,32.4,28.5,26.0,24.5,23.7,23.4
136,38.8,32.4,28.5,26.0,24.4,23.7,23.4
138,38.8,32.4,28.5,26.0,24.4,23.7,23.4
140,38.8,32.4,28.5,26.0,24.4,23.7,23.4
142,38.9,32.5,28.5,26.0,24.5,23.7,23.4
144,38.9,32.5,28.5,26.0,24.5,23.8,23.4
146,38.9,32.5,28.5,26.1,24.5,23.8,23.5
148,39.0,32.5,28.5,26.1,24.5,23.8,23.5
150,39.0,32.5,28.6,26.1,24.6,23.8,23.5
152,39.0,32.5,28.6,26.1,24.6,23.8,23.5
154,39.1,32.6,28.6,26.1,24.6,23.8,23.5
156,39.1,32.6,28.6,26.1,24.6,23.8,23.5
158,39.1,32.6,28.6,26.1,24.6,23.8,23.5
160,39.2,32.6,28.7,26.1,24.6,23.8,23.5
162,39.2,32.6,28.7,26.1,24.6,23.8,23.5
164,39.1,32.6,28.7,26.1,24.6,23.8,23.5
166,39.2,32.6,28.7,26.1,24.6,23.8,23.5
168,39.2,32.7,28.7,26.1,24.6,23.8,23.5
170,39.2,32.7,28.7,26.2,24.6,23.8,23.5
172,39.3,32.7,28.7,26.2,24.6,23.9,23.5
174,39.3,32.8,28.8,26.2,24.6,23.9,23.6
176,39.3,32.8,28.8,26.2,24.6,23.9,23.6
178,39.3,32.8,28.8,26.2,24.6,23.9,23.6
180,39.4,32.8,28.8,26.3,24.6,23.9,23.5
182,39.4,32.8,28.8,26.3,24.6,23.9,23.6
184,39.5,32.8,28.8,26.2,24.6,23.9,23.6
186,39.5,32.7,28.7,26.2,24.6,23.9,23.6
188,39.5,32.7,28.6,26.2,24.6,23.9,23.6
190,39.5,32.7,28.7,26.2,24.6,23.9,23.6
192,39.5,32.8,28.8,26.2,24.6,23.9,23.6
194,39.6,32.9,28.8,26.3,24.7,24.0,23.6
196,39.6,33.0,28.8,26.3,24.7,24.0,23.6
198,39.6,33.0,28.9,26.4,24.8,24.0,23.7
200,39.7,33.0,28.9,26.4,24.8,24.0,23.7
202,39.7,33.0,28.9,26.4,24.8,24.0,23.7
204,39.7,33.0,28.9,26.4,24.8,24.0,23.7
206,39.8,33.1,28.9,26.4,24.9,24.0,23.7
208,39.8,33.1,29.0,26.5,24.9,24.1,23.7
210,39.8,33.1,29.0,26.5,24.9,24.1,23.7
212,39.8,33.1,29.0,26.5,24.9,24.1,23.7
214,39.8,33.1,29.1,26.5,24.9,24.1,23.7
216,39.9,33.2,29.1,26.5,24.8,24.1,23.7
218,39.9,33.2,29.1,26.5,24.8,24.1,23.7
220,39.9,33.2,29.1,26.5,24.8,24.1,23.8
222,39.9,33.2,29.1,26.5,24.9,24.1,23.8
224,39.9,33.2,29.1,26.5,24.9,24.1,23.8
226,39.9,33.2,29.1,26.5,24.9,24.1,23.8
228,40.0,33.3,29.1,26.5,24.9,24.1,23.8
230,40.0,33.3,29.1,26.5,24.9,24.1,23.8
232,40.0,33.4,29.2,26.6,24.9,24.1,23.8
234,40.1,33.4,29.2,26.6,24.9,24.1,23.8
236,40.2,33.5,29.2,26.6,25.0,24.2,23.8
238,40.2,33.5,29.2,26.6,25.0,24.2,23.8
240,40.2,33.5,29.3,26.7,25.0,24.2,23.8
242,40.2,33.5,29.3,26.7,25.0,24.2,23.8
244,40.3,33.5,29.3,26.6,25.0,24.2,23.9
246,40.3,33.5,29.3,26.7,25.0,24.2,23.9
248,40.3,33.5,29.3,26.7,25.0,24.2,23.9
250,40.3,33.5,29.3,26.7,25.0,24.2,23.9
252,40.4,33.6,29.3,26.7,25.1,24.2,23.9
254,40.4,33.5,29.3,26.7,25.1,24.3,23.9
256,40.4,33.5,29.4,26.7,25.0,24.3,23.9
258,40.4,33.6,29.4,26.7,25.1,24.3,23.9
260,40.5,33.6,29.4,26.8,25.1,24.3,23.9
262,40.5,33.6,29.4,26.7,25.1,24.3,23.9
264,40.5,33.6,29.4,26.8,25.1,24.3,23.9
266,40.6,33.6,29.4,26.8,25.1,24.3,23.9
268,40.6,33.7,29.4,26.8,25.1,24.3,24.0
270,40.6,33.7,29.4,26.8,25.1,24.3,24.0
272,40.6,33.7,29.4,26.8,25.1,24.3,24.0
274,40.7,33.7,29.5,26.8,25.2,24.3,24.0
276,40.7,33.6,29.5,26.8,25.1,24.3,24.0
278,40.7,33.6,29.4,26.8,25.1,24.4,24.0
280,40.7,33.6,29.4,26.8,25.1,24.4,24.0
282,40.7,33.7,29.4,26.8,25.1,24.4,24.0
284,40.8,33.7,29.4,26.8,25.1,24.4,24.0
286,40.8,33.7,29.5,26.8,25.1,24.4,24.0
288,40.8,33.8,29.5,26.9,25.1,24.4,24.0
290,40.9,33.9,29.6,26.9,25.2,24.4,24.0
292,40.9,33.9,29.6,26.9,25.2,24.4,24.1
294,40.9,34.0,29.7,27.0,25.2,24.4,24.1
296,40.9,34.0,29.7,27.0,25.3,24.4,24.1
298,40.9,34.0,29.7,27.0,25.3,24.5,24.1
300,41.0,34.0,29.7,27.0,25.3,24.5,24.1
302,41.0,34.0,29.7,27.0,25.3,24.5,24.1
304,41.0,34.0,29.8,27.0,25.3,24.5,24.1
306,41.1,34.1,29.8,27.1,25.3,24.5,24.1
308,41.1,34.1,29.8,27.1,25.3,24.5,24.1
310,41.1,34.1,29.8,27.1,25.3,24.5,24.1
312,41.2,34.1,29.8,27.1,25.3,24.5,24.2
314,41.2,34.1,29.8,27.1,25.3,24.5,24.2
316,41.2,34.2,29.9,27.1,25.3,24.5,24.2
318,41.2,34.2,29.9,27.1,25.3,24.5,24.2
320,41.2,34.2,29.9,27.1,25.3,24.5,24.2
322,41.3,34.2,29.9,27.1,25.3,24.6,24.2
324,41.3,34.2,29.9,27.1,25.4,24.6,24.2
326,41.3,34.3,29.9,27.2,25.4,24.6,24.2
328,41.4,34.3,30.0,27.2,25.4,24.6,24.2
330,41.4,34.3,30.0,27.2,25.4,24.6,24.2
332,41.4,34.3,30.0,27.2,25.4,24.6,24.2
334,41.5,34.3,30.0,27.2,25.5,24.6,24.3
336,41.5,34.3,30.0,27.2,25.5,24.6,24.3
338,41.5,34.4,30.0,27.2,25.5,24.6,24.3
340,41.5,34.4,30.0,27.3,25.5,24.6,24.3
342,41.6,34.4,30.0,27.3,25.5,24.6,24.3
344,41.6,34.4,30.0,27.3,25.5,24.7,24.3
346,41.6,34.5,30.1,27.3,25.5,24.7,24.3
348,41.6,34.5,30.1,27.3,25.5,24.7,24.3
350,41.6,34.5,30.1,27.3,25.5,24.7,24.3
352,41.6,34.5,30.1,27.3,25.5,24.7,24.3
354,41.7,34.5,30.1,27.3,25.5,24.7,24.3
356,41.7,34.5,30.2,27.4,25.5,24.7,24.3
358,41.7,34.6,30.2,27.4,25.5,24.7,24.3
360,41.7,34.6,30.2,27.4,25.5,24.7,24.4
362,41.8,34.6,30.2,27.4,25.6,24.7,24.4
364,41.8,34.6,30.2,27.4,25.6,24.8,24.4
366,41.8,34.6,30.3,27.4,25.6,24.8,24.4
368,41.8,34.7,30.3,27.4,25.6,24.8,24.4
370,41.9,34.7,30.3,27.4,25.6,24.8,24.4
372,41.9,34.7,30.3,27.4,25.6,24.8,24.4
374,41.9,34.7,30.3,27.4,25.6,24.8,24.4
376,41.9,34.7,30.3,27.4,25.6,24.8,24.4
378,41.9,34.7,30.3,27.4,25.6,24.8,24.4
380,42.0,34.7,30.3,27.4,25.6,24.8,24.5
382,42.0,34.7,30.3,27.4,25.6,24.8,24.4
384,42.0,34.8,30.3,27.5,25.6,24.8,24.5
386,42.1,34.8,30.3,27.5,25.6,24.8,24.5
388,42.1,34.8,30.3,27.5,25.7,24.8,24.5
390,42.1,34.8,30.3,27.5,25.7,24.8,24.5
392,42.1,34.9,30.4,27.5,25.7,24.8,24.5
394,42.1,34.9,30.4,27.5,25.7,24.9,24.5
396,42.2,34.9,30.4,27.5,25.7,24.9,24.5
398,42.2,34.8,30.4,27.6,25.7,24.9,24.5
400,42.2,34.8,30.4,27.6,25.7,24.9,24.5
402,42.2,34.8,30.3,27.5,25.7,24.9,24.5
404,42.3,34.8,30.3,27.6,25.7,24.9,24.5
406,42.3,34.8,30.4,27.6,25.7,24.9,24.5
408,42.3,34.9,30.4,27.6,25.7,24.9,24.5
410,42.3,34.9,30.5,27.6,25.7,24.9,24.5
412,42.4,35.0,30.5,27.6,25.7,24.9,24.6
414,42.4,35.0,30.6,27.7,25.7,25.0,24.6
416,42.4,35.1,30.6,27.7,25.8,25.0,24.6
418,42.4,35.1,30.6,27.7,25.8,25.0,24.6
420,42.4,35.1,30.6,27.7,25.8,25.0,24.6
422,42.5,35.1,30.6,27.8,25.8,25.0,24.6
424,42.5,35.2,30.6,27.8,25.9,25.0,24.6
426,42.5,35.2,30.6,27.8,25.9,25.0,24.7
428,42.6,35.1,30.6,27.8,25.9,25.0,24.7
430,42.6,35.0,30.5,27.7,25.8,25.0,24.7
432,42.6,35.0,30.5,27.7,25.8,25.0,24.6
434,42.6,35.1,30.5,27.7,25.8,25.0,24.6
436,42.6,35.2,30.6,27.7,25.8,25.0,24.6
438,42.6,35.3,30.7,27.8,25.9,25.0,24.7
440,42.6,35.3,30.7,27.8,25.9,25.1,24.7
442,42.6,35.3,30.8,27.8,25.9,25.1,24.7
444,42.7,35.4,30.8,27.8,25.9,25.1,24.7
446,42.7,35.4,30.8,27.9,26.0,25.1,24.7
448,42.7,35.4,30.8,27.9,26.0,25.1,24.7
450,42.8,35.4,30.8,27.9,26.0,25.1,24.7
452,42.8,35.4,30.8,27.9,26.0,25.1,24.7
454,42.8,35.4,30.8,27.9,26.0,25.1,24.7
456,42.8,35.4,30.8,27.9,26.0,25.1,24.7
458,42.8,35.4,30.8,27.9,26.0,25.2,24.8
460,42.8,35.4,30.8,27.9,26.0,25.2,24.8
462,42.9,35.4,30.8,27.9,26.0,25.2,24.8
464,42.9,35.4,30.8,27.9,26.0,25.2,24.8
466,42.9,35.4,30.9,28.0,26.0,25.2,24.8
468,42.9,35.4,30.9,28.0,26.0,25.2,24.8
470,43.0,35.4,30.9,28.0,26.1,25.2,24.8
472,43.0,35.5,30.9,28.0,26.1,25.2,24.8
474,43.0,35.5,31.0,28.0,26.1,25.2,24.8
476,43.0,35.5,31.0,28.0,26.1,25.2,24.8
478,43.0,35.5,30.9,28.0,26.1,25.2,24.8
480,43.1,35.5,30.9,28.0,26.1,25.2,24.8
482,43.1,35.5,30.9,28.0,26.1,25.2,24.8
484,43.1,35.6,31.0,28.0,26.1,25.2,24.9
486,43.2,35.7,31.0,28.0,26.1,25.3,24.9
488,43.2,35.6,31.0,28.0,26.1,25.3,24.9
490,43.2,35.6,31.0,28.1,26.1,25.3,24.9
492,43.2,35.7,31.1,28.1,26.1,25.3,24.9
494,43.2,35.7,31.1,28.1,26.1,25.3,24.9
496,43.2,35.7,31.2,28.1,26.2,25.3,24.9
498,43.3,35.8,31.1,28.1,26.2,25.3,24.9
500,43.3,35.8,31.1,28.1,26.2,25.3,24.9
502,43.3,35.8,31.2,28.1,26.1,25.3,24.9
504,43.3,35.8,31.2,28.2,26.1,25.3,24.9
506,43.4,35.8,31.2,28.2,26.2,25.4,25.0
508,43.4,35.9,31.2,28.2,26.2,25.4,25.0
510,43.4,35.9,31.2,28.2,26.2,25.4,25.0
512,43.4,35.9,31.2,28.2,26.2,25.4,25.0
514,43.4,35.9,31.2,28.2,26.2,25.4,25.0
516,43.4,35.9,31.2,28.2,26.2,25.4,25.0
518,43.5,35.9,31.3,28.2,26.2,25.4,25.0
520,43.5,36.0,31.2,28.2,26.2,25.4,25.0
522,43.5,36.0,31.2,28.3,26.2,25.4,25.0
524,43.5,35.9,31.2,28.3,26.2,25.4,25.0
526,43.5,35.9,31.2,28.3,26.2,25.4,25.0
528,43.5,35.9,31.3,28.3,26.3,25.4,25.0
530,43.6,36.0,31.3,28.3,26.3,25.4,25.0
532,43.6,36.0,31.3,28.3,26.3,25.4,25.1
534,43.6,36.0,31.3,28.3,26.4,25.4,25.1
536,43.7,36.1,31.3,28.3,26.3,25.4,25.1
538,43.7,36.0,31.3,28.3,26.3,25.4,25.0
540,43.7,36.1,31.3,28.3,26.3,25.4,25.1
542,43.7,36.0,31.4,28.4,26.4,25.4,25.1
544,43.7,36.0,31.4,28.4,26.4,25.5,25.1
546,43.7,36.0,31.4,28.4,26.4,25.5,25.1
548,43.7,36.1,31.4,28.4,26.4,25.5,25.1
550,43.7,36.1,31.4,28.4,26.4,25.5,25.1
552,43.7,36.1,31.4,28.4,26.4,25.5,25.1
554,43.7,36.2,31.4,28.4,26.3,25.5,25.1
556,43.8,36.2,31.4,28.4,26.3,25.5,25.1
558,43.8,36.2,31.5,28.4,26.3,25.5,25.1
560,43.9,36.3,31.6,28.4,26.3,25.5,25.1
562,43.9,36.3,31.6,28.5,26.4,25.5,25.2
564,43.9,36.3,31.6,28.5,26.4,25.5,25.2
566,43.9,36.3,31.6,28.5,26.4,25.5,25.2
568,43.9,36.3,31.6,28.5,26.4,25.5,25.2
570,43.9,36.3,31.6,28.5,26.4,25.5,25.2
572,44.0,36.4,31.6,28.5,26.5,25.5,25.2
574,44.0,36.4,31.6,28.5,26.5,25.6,25.2
576,44.0,36.4,31.6,28.5,26.5,25.6,25.2
578,44.0,36.4,31.6,28.5,26.5,25.6,25.2
580,44.0,36.4,31.6,28.5,26.5,25.6,25.2
582,44.0,36.4,31.6,28.5,26.5,25.6,25.2
584,44.0,36.4,31.6,28.5,26.5,25.6,25.2
586,44.1,36.4,31.7,28.6,26.5,25.6,25.2
588,44.1,36.5,31.7,28.6,26.5,25.6,25.2
590,44.1,36.5,31.7,28.6,26.6,25.6,25.2
592,44.1,36.5,31.7,28.6,26.6,25.6,25.2
594,44.1,36.4,31.7,28.6,26.5,25.6,25.3
596,44.1,36.4,31.6,28.6,26.5,25.6,25.3
598,44.2,36.4,31.6,28.6,26.5,25.6,25.3
600,44.2,36.5,31.7,28.6,26.5,25.7,25.3
602,44.3,36.6,31.7,28.6,26.5,25.7,25.3
604,44.3,36.6,31.7,28.6,26.5,25.7,25.3
606,44.3,36.5,31.7,28.6,26.6,25.7,25.3
608,44.3,36.5,31.7,28.6,26.6,25.7,25.3
610,44.3,36.5,31.7,28.6,26.6,25.7,25.3
612,44.4,36.5,31.7,28.7,26.6,25.7,25.3
614,44.4,36.6,31.7,28.7,26.6,25.7,25.3
616,44.4,36.6,31.8,28.7,26.7,25.7,25.4
618,44.4,36.6,31.8,28.7,26.7,25.7,25.4
620,44.4,36.6,31.8,28.7,26.7,25.7,25.4
622,44.4,36.6,31.9,28.7,26.7,25.7,25.4
624,44.4,36.7,31.9,28.7,26.7,25.7,25.4
626,44.4,36.7,31.9,28.7,26.7,25.7,25.4
628,44.5,36.6,31.9,28.7,26.7,25.8,25.4
630,44.5,36.7,31.9,28.7,26.7,25.8,25.4
632,44.5,36.7,31.9,28.8,26.6,25.8,25.4
634,44.6,36.8,31.9,28.8,26.7,25.8,25.4
636,44.6,36.7,31.9,28.8,26.7,25.8,25.4
638,44.6,36.8,32.0,28.8,26.7,25.8,25.4
640,44.6,36.8,32.0,28.8,26.7,25.8,25.4
642,44.6,36.9,32.0,28.8,26.7,25.8,25.4
644,44.7,36.9,32.0,28.8,26.7,25.8,25.4
646,44.7,36.9,32.1,28.9,26.8,25.8,25.4
648,44.7,36.9,32.1,28.9,26.8,25.8,25.5
650,44.7,36.9,32.1,28.9,26.8,25.8,25.5
652,44.8,36.9,32.1,28.9,26.8,25.9,25.5
654,44.8,36.9,32.1,28.9,26.8,25.9,25.5
656,44.8,36.9,32.1,28.9,26.8,25.9,25.5
658,44.8,36.9,32.1,28.9,26.8,25.9,25.5
660,44.8,36.9,32.1,28.9,26.8,25.9,25.5
662,44.8,36.9,32.1,28.9,26.8,25.9,25.5
664,44.8,36.9,32.1,28.9,26.8,25.9,25.5
666,44.9,37.0,32.1,28.9,26.8,25.9,25.5
668,44.9,37.0,32.1,28.9,26.8,25.9,25.5
670,44.9,37.0,32.1,29.0,26.9,25.9,25.5
672,45.0,37.1,32.2,29.0,26.9,25.9,25.5
674,45.0,37.1,32.2,29.0,26.9,26.0,25.5
676,45.0,37.1,32.2,29.0,26.9,25.9,25.5
678,45.0,37.1,32.2,29.0,26.9,25.9,25.6
680,45.0,37.1,32.2,29.0,26.9,25.9,25.6
682,45.0,37.1,32.2,29.0,26.9,25.9,25.6
684,45.1,37.1,32.2,29.0,26.9,25.9,25.6
686,45.1,37.1,32.2,29.0,26.9,26.0,25.6
688,45.1,37.1,32.2,29.0,26.9,25.9,25.6
690,45.1,37.1,32.2,29.0,26.9,25.9,25.6
692,45.1,37.1,32.2,29.0,26.8,25.9,25.6
694,45.1,37.1,32.2,29.0,26.8,25.9,25.6
696,45.2,37.2,32.3,29.0,26.9,26.0,25.6
698,45.2,37.2,32.3,29.0,26.9,26.0,25.6
700,45.2,37.3,32.3,29.1,26.9,26.0,25.6
702,45.2,37.3,32.3,29.1,27.0,26.0,25.6
704,45.2,37.3,32.3,29.1,27.0,26.0,25.6
706,45.2,37.3,32.3,29.1,27.0,26.0,25.6
708,45.2,37.3,32.3,29.1,27.0,26.1,25.7
710,45.3,37.3,32.3,29.1,27.0,26.1,25.7
712,45.3,37.3,32.4,29.1,27.1,26.1,25.7
714,45.3,37.3,32.4,29.1,27.1,26.1,25.7
716,45.3,37.3,32.4,29.1,27.1,26.1,25.7
718,45.3,37.4,32.4,29.1,27.1,26.1,25.7
720,45.4,37.4,32.4,29.2,27.1,26.1,25.7
722,45.4,37.4,32.4,29.2,27.1,26.1,25.7
724,45.4,37.4,32.4,29.2,27.1,26.1,25.7
726,45.4,37.4,32.5,29.2,27.1,26.1,25.7
728,45.4,37.4,32.5,29.2,27.1,26.1,25.8
730,45.4,37.4,32.5,29.2,27.1,26.1,25.8
732,45.5,37.4,32.5,29.2,27.1,26.1,25.8
734,45.5,37.4,32.5,29.3,27.1,26.1,25.8
736,45.5,37.5,32.5,29.3,27.1,26.1,25.8
738,45.5,37.5,32.5,29.3,27.1,26.1,25.8
740,45.5,37.5,32.6,29.3,27.1,26.1,25.8
742,45.5,37.5,32.6,29.3,27.1,26.2,25.7
744,45.6,37.5,32.6,29.3,27.1,26.2,25.7
746,45.6,37.6,32.6,29.3,27.0,26.2,25.8
748,45.6,37.6,32.6,29.3,27.0,26.2,25.8
750,45.6,37.6,32.6,29.3,27.1,26.2,25.8
752,45.6,37.6,32.6,29.3,27.1,26.2,25.8
754,45.6,37.6,32.6,29.3,27.1,26.2,25.8
756,45.6,37.6,32.7,29.3,27.2,26.2,25.8
758,45.6,37.6,32.7,29.4,27.2,26.2,25.8
760,45.7,37.6,32.7,29.4,27.2,26.2,25.8
762,45.7,37.7,32.7,29.4,27.2,26.3,25.8
764,45.7,37.7,32.8,29.4,27.2,26.3,25.8
766,45.7,37.7,32.8,29.4,27.2,26.3,25.8
768,45.7,37.7,32.8,29.4,27.2,26.3,25.8
770,45.7,37.7,32.8,29.4,27.2,26.3,25.8
772,45.8,37.7,32.7,29.4,27.2,26.3,25.8
774,45.8,37.7,32.8,29.4,27.2,26.3,25.9
776,45.8,37.7,32.8,29.4,27.2,26.3,25.9
778,45.8,37.7,32.8,29.4,27.3,26.3,25.9
780,45.9,37.8,32.8,29.5,27.3,26.3,25.9
782,45.9,37.8,32.8,29.5,27.3,26.3,25.9
784,45.9,37.8,32.8,29.5,27.3,26.3,25.9
786,45.9,37.8,32.8,29.5,27.3,26.3,25.9
788,45.9,37.7,32.8,29.5,27.3,26.3,25.9
790,45.9,37.7,32.8,29.5,27.3,26.3,25.9
792,45.9,37.8,32.8,29.5,27.3,26.3,25.9
794,45.9,37.8,32.9,29.5,27.3,26.3,25.9
796,45.9,37.8,32.9,29.5,27.3,26.3,25.9
798,46.0,37.8,32.9,29.6,27.3,26.3,25.9
800,46.0,37.8,32.9,29.6,27.3,26.4,25.9
802,46.0,37.8,32.8,29.6,27.4,26.4,26.0
804,46.0,37.9,32.9,29.6,27.4,26.4,26.0
806,46.0,37.9,32.9,29.6,27.4,26.4,26.0
808,46.0,37.9,32.9,29.6,27.4,26.4,26.0
810,46.0,37.9,32.8,29.6,27.4,26.4,26.0
812,46.0,37.9,32.8,29.6,27.4,26.4,26.0
814,46.0,38.0,32.9,29.6,27.3,26.4,26.0
816,46.0,38.0,32.9,29.5,27.3,26.4,26.0
818,46.1,38.0,32.9,29.5,27.2,26.4,26.0
820,46.1,38.0,32.9,29.5,27.2,26.4,26.0
822,46.1,38.0,32.9,29.6,27.2,26.4,26.0
824,46.1,38.0,32.9,29.6,27.3,26.4,26.0
826,46.1,38.0,32.9,29.6,27.3,26.4,26.1
828,46.2,38.0,33.0,29.6,27.3,26.4,26.1
830,46.2,38.0,33.0,29.6,27.4,26.4,26.0
832,46.2,38.0,33.0,29.6,27.4,26.4,26.0
834,46.2,38.0,33.0,29.6,27.4,26.4,26.0
836,46.3,38.0,33.0,29.6,27.4,26.5,26.0
